stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,pw1990,pw2017,pwDiff,mw1990,mw1991,mw1992,mw1993,mw1994,mw1995,mw1996,mw1997,mw1998,mw1999,mw2000,mw2001,mw2002,mw2003,mw2004,mw2005,mw2006,mw2007,mw2008,mw2009,mw2010,mw2011,mw2012,mw2013,mw2014,mw2015,mw2016,mw2017
160083-99999,-0.033935413245755996,-0.3690190899174246,0.3011482634259126,0,21.357142857142858,21,26,5.000000000000001,25,24,21,22,18,18,19,20,15,21,28,41,25,16,16,14,13,23,23,24,25,23,25,25,23,0,25,26
714720-99999,-0.1762452107279746,-0.3690913946414641,0.0166009731855149,0,66.57142857142857,245,165,80.00000000000004,66,68,72,64,66,64,64,69,72,79,69,74,64,66,61,65,66,63,72,65,68,67,64,62,61,63,67,63
941400-99999,0.3237547892720442,0.14268372159022225,0.5048258569538662,1,29.321428571428573,270,87,177.0,35,25,23,24,22,23,22,22,22,31,28,33,31,32,32,32,35,33,33,30,34,30,30,31,30,36,33,29
587540-99999,0.3010399562123759,0.24203466225897433,0.3600452501657775,1,14.214285714285714,91,45,46.0,12,11,10,11,12,11,12,11,11,11,13,14,12,14,14,18,17,17,16,15,15,17,16,18,17,17,18,18
590460-99999,0.030651340996167953,-0.054750824236991014,0.11605350622932692,0,16.714285714285715,14,21,7.0,15,15,13,13,15,18,19,19,20,19,18,15,17,19,17,18,17,17,16,17,16,16,15,16,16,17,18,17
931860-99999,-0.37438423645320557,-0.4866258145723069,-0.2621426583341042,-1,40.714285714285715,283,259,23.999999999999982,48,50,46,46,48,42,40,41,42,38,42,39,44,40,42,37,38,37,39,38,38,38,38,37,40,36,39,37
890500-99999,-3.382047071702282,-4.568177359004184,-2.1959167844003797,-1,91.42857142857143,329,298,31.000000000000007,149,145,134,150,135,149,156,132,108,77,72,82,70,76,78,69,36,35,38,66,82,73,77,75,79,74,69,74
135910-99999,-0.16338259441708225,-0.3235690642241621,-0.003196124610002432,-1,30.75,315,311,4.000000000000005,30,32,35,32,32,36,34,37,36,30,32,34,25,28,31,29,24,27,27,26,31,28,31,33,27,27,33,34
442410-99999,0.5320197044335095,0.2834334978697653,0.7806059109972538,1,19.071428571428573,44,32,11.999999999999996,17,15,15,13,17,18,21,17,16,16,15,15,15,14,13,11,13,12,15,27,29,23,17,24,31,32,31,32
067600-99999,-0.02736726874657873,-0.10758581403383523,0.05285127654067777,0,12.714285714285714,328,324,4.000000000000005,14,15,13,13,13,14,14,13,12,12,13,14,12,13,12,6,10,13,13,12,13,12,12,14,13,13,14,14
351210-99999,-0.13765736179529042,-0.2723811527392571,-0.0029335708513237024,-1,39.107142857142854,233,208,25.0,46,40,41,43,40,42,35,42,44,41,37,40,40,33,36,35,38,37,36,35,39,38,39,38,41,40,40,39
476860-99999,-0.01122058018609981,-0.084720123249636,0.06227896287743638,0,37.964285714285715,27,7,20.0,35,38,37,39,37,36,37,39,41,38,37,39,40,40,41,39,39,38,38,38,37,37,38,39,36,37,36,37
677650-99999,-0.052818828680897933,-0.1612380387388398,0.055600381377043914,0,20.75,67,72,4.999999999999995,22,26,20,21,16,23,21,18,19,20,20,19,21,23,22,23,24,22,22,23,23,20,17,20,20,18,19,19
024960-99999,-0.03585112205801305,-0.4928282886693231,0.421126044553297,0,76.82142857142857,256,238,18.0,85,84,82,79,74,79,71,80,77,65,39,73,74,76,85,89,84,82,87,81,80,82,78,70,72,76,72,75
307580-99999,0.005473453749318735,-0.1062671050126771,0.11721401251131457,0,26.642857142857142,296,296,0.0,30,28,28,30,28,23,23,25,23,26,26,30,25,27,28,25,27,27,27,26,25,23,25,27,26,27,30,31
723740-23194,0.09195402298850597,-0.02338159990254758,0.2072896458795595,0,35.5,231,221,9.999999999999988,33,33,29,32,31,33,39,37,39,38,38,36,38,37,38,36,35,35,36,37,36,37,35,34,36,33,36,37
318320-99999,-0.1340996168582401,-0.2325656527736312,-0.03563358094284899,-1,17.928571428571427,131,125,5.999999999999983,19,18,19,21,19,17,20,20,19,24,22,19,17,17,17,14,14,17,17,19,17,15,15,16,16,17,19,18
425710-99999,-0.29775588396278296,-0.36540432399435663,-0.2301074439312093,-1,6.857142857142857,284,309,25.00000000000002,13,15,11,11,9,7,8,8,7,6,6,7,7,6,7,6,6,7,6,6,5,4,5,4,4,3,4,4
947440-99999,0.44033935413247094,0.2352865399360806,0.6453921683288613,1,22.035714285714285,281,280,1.0000000000000395,25,20,19,20,21,18,19,15,16,15,20,19,16,15,17,15,25,26,24,26,21,27,30,34,31,28,25,30
677790-99999,0.10946907498631926,0.02304941067280991,0.1958887392998286,1,14.928571428571429,98,88,10.000000000000002,15,14,17,14,15,15,12,12,11,12,12,13,16,16,16,15,15,16,15,19,15,14,17,18,18,15,15,16
232260-99999,-0.23535851122058526,-0.36553327112478495,-0.1051837513163856,-1,51.714285714285715,183,192,9.000000000000025,53,54,53,58,55,57,57,58,51,48,50,48,49,53,52,53,48,52,51,51,51,53,46,47,51,51,47,51
483810-99999,0.6828133552271592,0.48091095169884945,0.884715758755469,1,16.678571428571427,173,56,117.0,9,10,9,9,9,7,7,6,4,11,18,17,16,21,22,24,22,25,26,23,24,24,19,20,21,22,21,21
310880-99999,0.09386973180077085,-0.018745445557494106,0.2064849091590358,0,34.392857142857146,13,35,22.0,37,34,36,34,34,33,36,28,34,30,33,32,33,34,32,35,37,36,37,36,32,33,34,36,37,35,35,40
279470-99999,-0.14121510673234328,-0.30429475643062853,0.02186454296594198,0,36.142857142857146,238,212,26.00000000000001,46,38,41,41,38,38,32,38,38,35,34,35,35,33,33,30,31,32,38,34,34,35,35,36,38,41,35,38
832700-99999,-0.47181171319102577,-0.600490105565757,-0.34313332081629455,-1,6.428571428571429,115,68,46.99999999999999,18,12,16,13,15,5,6,11,7,5,4,7,9,9,6,4,3,4,2,2,4,3,3,2,3,2,2,3
083060-99999,0.038314176245209,-0.09512176861009064,0.17175012110050863,0,31.428571428571427,230,232,2.0000000000000284,28,28,28,27,30,33,32,31,29,34,33,36,33,36,35,34,34,35,34,31,29,28,30,33,30,28,31,30
311370-99999,0.515599343185559,0.29167316705117197,0.739525519319946,1,9.142857142857142,270,319,49.00000000000001,4,5,7,5,5,5,5,4,5,5,5,6,9,9,10,9,13,10,7,8,9,5,6,14,30,25,17,14
711090-99999,0.04734537493158489,-0.10015090319598616,0.19484165305915593,0,30.892857142857142,145,118,26.999999999999996,33,31,32,30,29,30,31,31,31,30,29,37,33,29,27,30,32,30,29,26,29,26,28,29,36,34,38,35
719360-99999,-0.17569786535303833,-0.4055622997127931,0.05416656900671643,0,35.357142857142854,35,71,36.0,40,43,43,41,37,37,38,38,35,34,32,36,33,30,33,35,32,30,29,26,27,28,33,40,40,41,40,39
719400-99999,0.310892172961143,0.20413698664461932,0.4176473592776667,1,32.785714285714285,273,272,0.9999999999999887,29,31,32,30,29,28,31,31,28,33,31,36,32,30,31,31,34,33,35,32,29,37,38,37,36,38,36,40
949500-99999,-0.35331143951833976,-0.504224063746779,-0.2023988152899005,-1,68.17857142857143,250,254,4.000000000000005,74,72,67,74,81,69,71,67,69,65,70,65,72,68,71,68,68,69,68,69,64,64,63,66,63,68,64,60
540270-99999,-0.2211275314723628,-0.3123336059923816,-0.129921456952344,-1,24.571428571428573,327,316,11.000000000000028,27,28,26,26,26,28,29,29,28,28,25,25,24,20,20,24,24,23,22,22,24,22,22,24,22,23,23,24
292310-99999,-0.20963327859879696,-0.2880537377955911,-0.1312128194020028,-1,20.857142857142858,218,193,25.0,26,25,25,23,21,23,21,24,23,23,19,20,20,20,20,19,20,20,20,18,19,18,16,20,20,21,19,21
644590-99999,0.4310344827586285,0.3028713915518306,0.5591975739654264,1,8.821428571428571,233,211,22.000000000000007,5,4,5,3,5,5,3,5,7,7,6,6,8,9,0,14,11,12,15,12,15,11,14,16,13,12,12,12
427240-99999,-0.036945812807881076,-0.13147956861595753,0.057587943000195374,0,8.964285714285714,171,158,13.000000000000005,11,11,10,10,13,11,10,8,9,7,7,6,6,7,9,8,7,8,10,9,10,8,8,8,8,7,12,13
596730-99999,-0.12424740010946878,-0.2062014369213527,-0.042293363297584846,-1,47.714285714285715,72,52,19.999999999999996,52,46,47,52,49,51,49,47,48,48,48,45,49,50,48,47,47,45,47,47,47,49,48,47,45,44,47,47
151500-99999,-0.36590038314177215,-0.5873839909645718,-0.14441677531897246,-1,23.321428571428573,303,260,42.99999999999997,23,25,25,24,25,25,25,25,24,23,26,28,26,32,31,31,30,27,25,23,24,17,13,14,13,17,16,16
572790-99999,-0.2326217843459256,-0.31583592605379707,-0.14940764263805412,-1,18.785714285714285,78,81,3.0000000000000044,22,20,22,22,24,23,23,22,21,18,16,18,18,18,19,18,17,16,16,16,16,16,16,18,18,17,18,18
605490-99999,0.8620689655172618,0.5683420834338193,1.1557958476007042,1,44.285714285714285,341,279,62.000000000000014,42,40,40,24,22,23,34,45,38,40,40,43,49,50,48,46,50,53,50,51,54,47,49,53,54,48,55,52
879340-99999,-0.039682539682534546,-0.28998729954550306,0.21062222018043397,0,68.75,289,286,2.999999999999966,76,68,55,66,68,71,75,72,75,70,64,77,61,71,66,65,67,72,68,70,71,68,74,72,66,70,58,69
607750-99999,-0.18062397372742756,-0.3762509824837466,0.015003035028891498,0,35.92857142857143,74,75,1.0000000000000013,35,35,34,31,34,38,41,37,38,41,38,44,45,39,34,37,35,38,34,36,37,33,34,38,36,25,30,29
654590-99999,-0.09742747673782529,-0.28427868524198896,0.08942373176633836,0,9.071428571428571,206,224,18.0,8,6,11,10,13,9,7,25,11,6,7,6,5,7,8,10,9,11,9,10,13,12,10,7,6,6,6,6
722486-13942,-0.3035030103995673,-0.41036588310342836,-0.19664013769570624,-1,28.107142857142858,155,179,24.000000000000007,31,32,33,34,30,33,36,30,30,27,27,24,28,28,28,25,27,25,29,26,24,28,24,24,25,27,25,27
716070-99999,0.06540777230432573,0.003456764633455303,0.12735877997519618,1,20.964285714285715,294,278,15.999999999999972,21,20,20,20,20,19,23,19,20,21,20,19,19,21,21,24,22,23,23,22,23,21,21,21,21,20,21,22
638440-99999,-0.4209085933223936,-0.8600609963741354,0.018243809729348137,0,34.07142857142857,174,80,93.99999999999999,38,41,44,38,35,34,36,31,38,42,43,40,48,41,21,37,23,25,19,20,36,48,30,20,30,15,31,50
718690-99999,0.07936507936507989,-0.03321539939042152,0.19194555812058128,0,33.0,319,326,7.000000000000022,31,32,28,32,32,31,32,33,32,34,34,37,36,36,36,36,34,33,31,30,31,30,32,30,35,34,35,37
572590-99999,0.3067870826491545,0.2168139978476049,0.3967601674507041,1,12.964285714285714,95,96,1.0000000000000013,7,6,11,9,10,10,10,10,10,10,11,16,15,17,15,16,15,15,14,16,15,15,13,14,16,16,16,15
474300-99999,0.1354679802955633,-0.019832484300611047,0.2907684448917377,0,35.107142857142854,278,293,14.999999999999982,27,26,29,38,35,33,37,35,36,39,40,40,35,34,36,34,37,40,37,35,34,34,35,35,35,36,36,35
724855-23153,-0.0785440613026821,-0.16482460507595612,0.0077364824705919155,0,44.535714285714285,309,341,31.999999999999993,47,49,46,47,45,44,44,47,45,46,39,43,44,44,45,43,42,43,44,44,44,44,43,45,46,45,44,45
686680-99999,0.13929939792009,0.06002360863039266,0.21857518720978733,1,27.178571428571427,179,144,35.000000000000014,26,20,27,27,24,25,26,27,29,27,27,28,28,28,27,25,27,29,28,30,29,30,28,28,27,28,28,28
063500-99999,-0.008483853311436002,-0.22977548029907105,0.21280777367619905,0,36.107142857142854,236,230,6.000000000000034,41,38,41,38,38,37,28,17,35,39,40,38,39,34,36,35,37,37,38,36,35,36,35,37,36,39,35,36
101360-99999,0.031746031746039016,-0.28760720127489103,0.35109926476696907,0,46.357142857142854,243,252,9.0,54,49,52,51,51,48,45,46,46,25,26,44,47,45,48,48,46,50,49,45,44,48,46,46,47,53,46,53
979800-99999,-0.21702244116037286,-0.4449493743331886,0.010904492012442896,0,30.321428571428573,160,136,23.999999999999982,36,37,34,33,34,33,32,40,30,29,27,28,27,29,31,27,30,25,25,22,24,24,25,30,38,40,33,26
714520-99999,-0.0437876299945244,-0.12151686086696592,0.033941600877917116,0,48.142857142857146,333,310,22.999999999999993,51,48,46,46,50,49,49,51,45,47,49,48,49,48,50,49,49,50,49,47,46,48,48,47,48,45,47,49
505480-99999,0.3626163108921848,0.23542634003603724,0.4898062817483324,1,16.178571428571427,311,323,12.000000000000018,19,15,12,14,14,13,13,12,13,12,12,13,12,12,13,16,16,17,18,20,17,18,18,22,22,23,24,23
624650-99999,-0.17898193760262834,-0.4953007321961247,0.13733685699086803,0,35.142857142857146,338,353,15.000000000000037,39,36,36,31,26,32,35,32,27,34,41,42,45,42,44,44,43,41,43,39,35,35,29,24,27,30,25,27
444780-99999,0.039408866995076036,-0.26371634251944376,0.3425340765095958,0,16.928571428571427,102,101,1.0000000000000013,18,14,17,19,18,19,19,30,17,17,10,21,4,16,18,17,20,9,4,7,11,13,23,23,24,25,22,19
128920-99999,0.12972085385877685,-0.047719033549451645,0.3071607412670053,0,33.214285714285715,330,287,42.99999999999997,20,24,29,33,38,38,36,35,36,35,34,35,36,33,34,34,32,34,33,32,33,30,34,35,33,34,34,36
780730-99999,-0.48549534756432444,-0.6969722215600013,-0.2740184735686476,-1,37.857142857142854,87,68,18.99999999999999,39,36,38,42,41,45,44,39,42,41,39,46,41,42,48,44,39,41,40,33,32,31,31,30,30,29,27,30
675830-99999,-0.3667214012041661,-0.66241840939189,-0.07102439301644214,-1,16.785714285714285,125,125,0.0,21,19,23,23,19,18,15,16,15,16,19,15,17,20,10,27,41,18,17,15,9,14,13,15,10,9,10,6
687140-99999,0.2619047619047696,-0.1055411510364953,0.6293506748460345,0,36.25,216,220,4.000000000000005,37,46,0,26,43,39,37,35,36,37,39,38,36,34,36,38,37,38,39,39,38,38,40,38,37,38,37,39
596320-99999,-0.20935960591133118,-0.37162783030597424,-0.047091381516688124,-1,24.178571428571427,15,6,8.999999999999998,29,30,28,28,30,28,26,24,26,23,24,22,22,23,20,22,22,22,21,21,21,21,21,20,20,21,32,30
307640-99999,0.3284072249589549,0.2041189690184371,0.45269548089947276,1,14.214285714285714,332,311,21.000000000000018,11,11,11,13,13,12,15,13,12,12,11,13,11,13,14,13,12,15,13,11,15,15,14,17,18,22,23,25
722340-13865,-0.30405035577449335,-0.4089781478417339,-0.19912256370725281,-1,26.607142857142858,197,201,4.000000000000005,36,34,33,28,29,30,28,27,27,25,26,24,27,25,26,26,27,23,25,24,23,25,23,23,24,26,25,26
612720-99999,-0.1275314723590582,-0.2614792438108402,0.006416299092723815,0,13.857142857142858,79,83,4.000000000000005,18,18,17,15,14,14,12,12,8,10,16,16,19,15,16,16,16,13,17,9,11,9,12,13,13,14,14,11
959790-99999,-0.03585112205802865,-0.3636125745602203,0.291910330444163,0,94.32142857142857,270,276,5.999999999999983,84,96,86,100,98,90,96,93,101,92,101,85,105,99,96,100,98,93,94,98,90,88,88,110,96,87,96,81
208910-99999,0.020251778872469595,-0.053988718855969856,0.09449227660090904,0,45.214285714285715,203,165,38.0,46,44,43,46,45,44,46,47,43,45,45,47,46,48,45,43,45,44,47,44,44,48,45,43,45,45,45,48
288670-99999,-0.1658456486042541,-0.6470654203937716,0.3153741231852633,0,33.714285714285715,235,213,21.99999999999998,56,46,38,44,41,42,37,27,29,26,27,29,28,25,26,24,25,25,24,25,28,26,25,34,38,46,51,52
653800-99999,-0.1466885604816646,-0.30905943738899866,0.015682316425669474,0,10.285714285714286,219,211,8.00000000000001,14,12,14,17,14,12,13,14,10,8,15,4,9,5,6,6,5,9,5,7,10,11,12,13,13,9,10,11
427790-99999,-0.14887794198139148,-0.19246847621281227,-0.10528740774997071,-1,4.928571428571429,311,330,18.99999999999999,8,7,8,7,7,5,5,5,3,6,6,6,6,5,5,4,5,4,3,4,4,4,3,3,4,4,4,3
476060-99999,-0.025451559934315277,-0.07956706430807821,0.028663944439447656,0,26.321428571428573,323,269,54.0,31,26,26,26,26,25,26,26,27,26,26,26,27,26,27,27,26,26,25,26,27,25,27,26,26,25,27,27
474900-99999,-0.15243568691845147,-0.22404701649976452,-0.08082435733713841,-1,33.32142857142857,35,352,43.000000000000036,31,33,35,35,37,36,35,36,34,35,34,34,34,34,35,34,35,32,32,32,31,31,30,31,32,32,33,30
533360-99999,-0.12397372742200466,-0.17990486253317772,-0.0680425923108316,-1,28.75,305,311,5.999999999999983,31,31,31,32,32,30,30,28,27,29,28,28,26,28,28,29,29,28,28,29,29,28,27,28,28,28,28,27
829930-99999,0.3585112205801887,0.1557878030543153,0.5612346381060621,1,28.571428571428573,123,115,8.00000000000001,21,21,20,27,28,35,28,19,29,31,33,25,18,26,29,32,33,32,31,31,23,31,32,32,31,33,33,36
062250-99999,-0.0665024630541799,-0.49875672211701344,0.36575179600865365,0,71.60714285714286,239,247,8.00000000000001,82,74,78,76,78,78,54,36,75,79,77,75,74,66,71,70,72,75,76,69,65,75,73,71,71,74,67,74
722065-93837,0.20662287903667248,0.058324711966550785,0.3549210461067942,1,36.75,88,84,3.999999999999993,31,33,32,32,27,32,40,39,39,42,39,38,38,36,41,40,38,37,38,36,35,37,36,40,37,38,39,39
476490-99999,0.0068418171866507504,-0.0760051210009274,0.0896887553742289,0,25.25,326,298,28.00000000000004,32,23,24,24,25,25,24,25,24,25,24,26,26,25,25,27,24,24,24,25,25,26,27,27,26,25,24,26
032300-99999,-0.25588396278051595,-0.3800535712846786,-0.1317143542763533,-1,36.964285714285715,243,236,6.999999999999972,43,36,37,38,44,43,43,34,38,41,36,35,37,35,37,38,36,37,38,35,32,35,34,37,35,37,32,32
676730-99999,-0.5656814449918041,-0.8511736805211978,-0.28018920946241027,-1,24.464285714285715,76,72,4.000000000000005,25,23,32,30,29,27,25,26,25,28,29,28,30,31,24,36,40,28,25,24,21,20,19,17,12,11,9,11
423140-99999,-0.016967706622877055,-0.15031277083516167,0.11637735758940757,0,14.357142857142858,43,37,6.000000000000002,17,18,17,16,14,15,13,15,15,14,14,13,14,13,11,13,12,11,12,11,15,11,14,14,13,14,21,22
478120-99999,0.24548440065682556,0.06632489607706579,0.42464390523658535,1,28.535714285714285,272,318,45.999999999999986,34,30,29,23,23,23,23,23,22,23,22,23,32,33,32,33,32,31,30,31,32,31,32,31,31,30,30,30
946220-99999,0.555008210180628,0.3161077776829928,0.7939086426782631,1,26.357142857142858,276,51,135.00000000000003,14,13,13,13,21,25,23,25,22,31,36,29,33,29,28,26,27,28,28,28,31,37,33,33,29,23,29,31
945820-99999,-0.22249589490969207,-0.4508470701226749,0.005855280303290744,0,29.892857142857142,203,173,29.999999999999993,32,31,33,27,28,25,28,30,32,33,34,33,33,32,34,34,31,31,35,38,35,34,27,25,23,19,19,21
483280-99999,0.17651888341543956,0.05903309075239761,0.2940046760784815,1,5.178571428571429,198,188,9.999999999999988,5,5,5,5,5,5,3,4,3,3,3,3,3,3,2,6,8,6,4,5,3,2,4,7,8,11,11,13
724010-13740,-0.22523262178434575,-0.309283723342007,-0.1411815202266845,-1,34.17857142857143,238,252,13.999999999999995,41,38,39,37,37,34,35,34,33,36,35,32,36,34,34,32,34,31,33,32,33,32,31,32,32,31,34,35
719665-99999,-0.055008210180623934,-0.20515009803292356,0.09513367767167569,0,29.464285714285715,13,17,4.000000000000001,31,30,34,34,32,28,28,27,28,28,28,36,29,26,28,33,28,25,31,27,29,25,24,27,32,32,34,31
610450-99999,-0.7594417077175832,-1.439430632043707,-0.07945278339145956,-1,25.178571428571427,61,30,31.0,32,38,40,34,32,26,28,29,24,18,15,5,91,31,22,25,23,22,20,19,19,17,15,14,13,17,17,19
617310-99999,-0.18582375478927754,-0.4664862940946329,0.0948387845160778,0,23.607142857142858,245,50,165.0,23,17,21,27,26,19,30,38,19,19,20,26,33,25,24,36,25,28,30,26,17,20,23,18,20,19,16,16
080800-99999,0.05637657361795423,-0.045721837550587466,0.1584749847864959,0,26.5,331,342,10.999999999999977,27,27,26,25,28,27,27,23,23,24,25,29,25,25,23,27,30,30,27,29,28,24,26,30,29,27,26,25
081300-99999,-0.0068418171866413,-0.15791598017294173,0.1442323457996591,0,20.607142857142858,283,359,76.0,25,22,21,19,19,19,18,16,17,17,16,20,25,25,24,25,24,24,21,23,24,23,19,20,17,18,18,18
838270-99999,0.11658456486042837,-0.01751377781307073,0.25068290753392747,0,26.5,57,85,28.0,25,23,22,27,29,29,26,30,22,25,23,24,26,25,27,26,22,27,28,28,32,31,32,29,28,27,24,25
132890-99999,0.4507389162561676,0.2590916495580009,0.6423861829543343,1,46.17857142857143,242,284,41.999999999999986,45,47,46,43,43,37,38,39,46,43,40,44,41,41,46,47,45,44,48,48,58,50,58,51,48,51,52,54
717140-99999,-0.31472359058566857,-0.5235909903320171,-0.10585619083932005,-1,36.142857142857146,272,270,2.0000000000000284,35,35,34,32,36,41,43,42,41,38,39,40,41,40,39,39,39,39,38,39,39,35,27,29,28,28,28,28
283210-99999,0.09852216748769488,-0.11659767935883739,0.3136420143342271,0,23.0,206,206,0.0,32,30,27,25,23,17,17,19,20,20,20,22,19,18,16,16,21,22,26,24,22,26,26,26,28,28,25,29
119380-99999,0.4953475643130902,0.3815586090662736,0.6091365195599068,1,42.92857142857143,229,204,25.0,38,37,38,39,40,41,41,37,39,40,36,38,42,41,45,46,45,47,45,45,44,42,44,48,49,52,50,53
714790-99999,-0.1392993979200865,-0.4268374930760206,0.1482386972358476,0,99.03571428571429,58,98,39.99999999999999,104,99,107,97,87,96,101,99,104,101,101,112,99,98,88,96,99,110,104,99,106,92,95,91,97,96,102,93
485680-99999,0.0615763546798109,-0.16240998333307327,0.2855626926926951,0,18.464285714285715,94,81,13.000000000000005,26,20,23,22,18,17,18,17,16,16,15,14,16,14,12,11,12,12,16,28,25,24,21,19,19,20,24,22
032635-99999,-0.1603721948549442,-0.40895683462689575,0.08821244491700736,0,50.714285714285715,244,234,9.999999999999988,66,61,62,51,52,50,48,43,48,48,48,44,47,47,50,51,45,48,51,50,46,51,48,53,53,56,51,52
722810-23199,0.377668308702795,0.1740494068324293,0.5812872105731607,1,33.214285714285715,250,257,6.999999999999972,26,24,19,23,33,36,37,34,37,42,29,30,32,33,30,32,38,34,35,35,36,37,33,36,36,37,38,38
725300-94846,-0.2315270935960564,-0.3658751677479122,-0.0971790194442006,-1,44.42857142857143,236,271,34.99999999999996,55,52,48,49,49,45,44,44,42,43,42,42,43,42,43,42,42,45,44,41,41,42,43,43,45,44,44,45
945660-99999,-0.393541324575812,-0.4728746671407297,-0.3142079820108943,-1,19.714285714285715,209,121,88.0,26,24,22,24,27,23,22,21,18,20,21,21,23,21,20,21,19,20,20,19,15,15,15,15,16,15,15,14
839190-99999,0.607827038861531,0.1773163314855516,1.0383377462375103,1,22.107142857142858,323,210,113.0,16,19,18,17,16,16,17,16,15,15,15,13,13,11,10,19,37,37,34,37,37,37,37,35,35,17,16,14
833740-99999,0.10481663929939328,-0.036077545307699216,0.24571082390648577,0,24.75,15,22,7.0,16,18,20,22,24,28,27,27,25,27,25,28,30,27,26,24,25,25,27,25,27,26,24,23,25,25,23,24
