stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
026300-99999,-0.10909090909097507,-1.0691855834462234,0.8510037652642732,0,237,246
121850-99999,0.1636363636363658,-0.092488383940664,0.4197611112133956,0,220,211
477670-99999,-0.13636363636361803,-0.7446864662129549,0.4719591934857188,0,231,285
039650-99999,0.03636363636360329,-0.5653182971816548,0.6380455699088614,0,203,208
744910-14703,0.14545454545450998,-0.9126197757257635,1.2035288666347834,0,266,292
541610-99999,-0.23636363636363544,-0.9389281190826192,0.4662008463553483,0,226,232
917720-99999,-0.5818181818181416,-1.803551528512379,0.6399151648760959,0,97,115
479910-99999,-0.6999999999999584,-1.3734339271358258,-0.026566072864091073,-1,80,96
348250-99999,-0.2545454545454513,-0.7007015286361471,0.1916106195452445,0,156,144
852010-99999,0.01818181818179454,-0.6568203030991071,0.6931839394626962,0,59,72
722973-99999,-0.2909090909090932,-0.7831359280700063,0.20131774625181992,0,198,182
789700-99999,-0.4363636363636245,-0.6754064113162109,-0.19732086141103808,-1,90,79
389540-99999,-0.46363636363634486,-0.6227851081193279,-0.3044876191533618,-1,283,255
961950-99999,0.07272727272726609,-0.13474333117385148,0.2801978766283837,0,208,160
538530-99999,0.18181818181817455,-0.23289646784115253,0.5965328314775016,0,311,325
722446-93987,-0.4727272727272349,-1.0252267129788644,0.07977216752439453,0,140,136
919440-99999,0.6000000000000112,-0.5746715269525953,1.7746715269526177,0,73,82
075020-99999,-0.3454545454544977,-0.8691351337673534,0.17822604285835797,0,298,307
430140-99999,-1.6727272727271778,-2.1595786166634103,-1.1858759287909453,-1,285,285
132790-99999,-0.05454545454545823,-0.3001810753183013,0.19109016622738484,0,298,95
717180-99999,-0.29090909090906614,-0.9242478071906055,0.34242962537247323,0,255,241
726060-14764,-0.39999999999997016,-0.9434091194407946,0.14340911944085433,0,265,295
915790-99999,0.6454545454544931,-0.987983639711479,2.2788927306204654,0,104,106
155350-99999,-0.20000000000000107,-0.753349309143837,0.3533493091438349,0,245,234
984340-99999,-0.20909090909091654,-0.5975354183888739,0.17935360020704078,0,357,5
652500-99999,-0.49090909090906854,-0.963060374205598,-0.01875780761253909,-1,276,294
683280-99999,-0.054545454545488425,-0.8080991301746864,0.6990082210837095,0,17,45
942830-99999,0.9363636363635237,-2.103983392512393,3.9767106652394406,0,138,101
384270-99999,-0.5090909090909097,-1.4253075791889276,0.4071257610071082,0,60,37
722116-99999,0.6636363636363214,0.2316612000396484,1.0956115272329945,1,58,53
725390-14836,-0.7272727272726964,-1.3717906025914681,-0.08275485195392462,-1,243,247
067860-99999,-0.06363636363636571,-0.23308162941932065,0.10580890214658922,0,33,67
992710-99999,-0.2454545454546011,-1.2721299356278724,0.7812208447186701,0,106,96
036140-99999,-0.07272727272726964,-0.8475570200134016,0.7021024745588623,0,237,249
725055-99999,0.2909090909090981,-0.5668182237482516,1.1486364055664477,0,257,262
747185-99999,-0.17272727272727373,-0.4634804142770359,0.11802586882248844,0,237,253
061190-99999,0.572727272727267,-0.1563261201734778,1.3017806656280118,0,235,234
722410-12917,-0.34545454545452436,-0.7700234013732108,0.07911431046416206,0,109,113
415940-99999,-0.018181818181812748,-0.311909699487807,0.2755460631241815,0,102,48
132280-99999,1.3727272727271858,0.1661850305327668,2.579269514921605,1,192,315
670250-99999,-2.218181818181677,-5.122349606363375,0.6859859700000217,0,206,181
160900-99999,1.0909090909090546,0.3798348114145388,1.8019833704035704,1,96,29
970720-99999,-2.13636363636354,-2.925584759240538,-1.3471425134865416,-1,330,350
726067-99999,-2.554545454545684,-6.496862417794535,1.387771508703167,0,172,293
111120-99999,1.1363636363635927,-0.5920672511788305,2.864794523906016,0,233,205
561370-99999,-0.3545454545454394,-0.6452985960951967,-0.06379231299568205,-1,265,251
636860-99999,-1.499999999999976,-2.1825825689091833,-0.8174174310907687,-1,72,72
726370-14826,-0.18181818181817277,-0.8167871162824187,0.4531507526460732,0,226,246
072350-99999,7.549516567451064e-15,-0.21459612328324654,0.21459612328326164,0,243,231
725845-23225,0.027272727272718456,-0.33617274012481446,0.3907181946702514,0,165,186
246560-99999,-0.18181818181815945,-0.5432540361157606,0.17961767247944171,0,312,346
483030-99999,0.47272727272725945,0.24168151437915555,0.7037730310753634,1,185,151
714500-99999,-0.1545454545454552,-0.5584103832957468,0.24931947420483636,0,307,317
679650-99999,0.35454545454548736,-0.6440079360254513,1.3530988451164259,0,109,107
532760-99999,0.21818181818182403,-0.3182646931114088,0.7546283294750569,0,246,253
133880-99999,0.1727272727272544,-0.2553138079398126,0.6007683533943214,0,16,19
723700-99999,-0.22727272727271153,-0.4662171913945111,0.011671736849088038,0,210,196
724237-99999,-0.4818181818181797,-0.7952808678182142,-0.16835549581814524,-1,238,255
943020-99999,-0.03636363636364326,-0.6481143151744709,0.5753870424471844,0,195,212
400610-99999,-0.5545454545454347,-0.8016116967380092,-0.30747921235286013,-1,305,269
108600-99999,0.0636363636363595,-0.26159811658848453,0.3888708438612035,0,267,274
946010-99999,-1.045454545454513,-2.1784011356639414,0.08749204475491523,0,194,189
480420-99999,-1.0363636363635866,-1.6116956068398447,-0.46103166588732847,-1,148,172
726583-99999,-1.2363636363635626,-1.9849119183344028,-0.4878153543927224,-1,252,323
722517-12932,0.23636363636367097,-0.9286674196150397,1.4013946923423817,0,116,112
505640-99999,0.2909090909090706,-0.055659546613087696,0.6374777284312289,0,223,244
612960-99999,0.6090909090908443,-0.037283478595563024,1.2554652967772517,0,11,9
479420-99999,-1.099999999999934,-1.8502726525625839,-0.34972734743728384,-1,74,40
253990-99999,-0.02727272727269181,-1.1501370005214884,1.0955915459761048,0,346,356
309640-99999,-0.18181818181817055,-0.7707120267842259,0.4070756631478848,0,307,302
030550-99999,0.21818181818183824,-0.4228268593239739,0.8591904956876504,0,182,234
128050-99999,-0.845454545454495,-1.2493194742047922,-0.44158961670419794,-1,321,316
226950-99999,-0.1272727272727434,-0.5727964040589095,0.31825094951342275,0,307,217
718936-99999,0.036363636363639706,-0.2130687414377432,0.28579601416502265,0,54,73
725755-24101,-0.28181818181815954,-0.7635755296828488,0.19993916604652973,0,134,119
061200-99999,0.9909090909090761,0.36417113494620434,1.617647046871948,1,253,242
702120-26633,2.0909090909089754,0.9434349697690136,3.2383832120489373,1,50,62
291110-99999,-0.28181818181816354,-0.6873087954046071,0.12367243176828008,0,234,223
214050-99999,-1.2636363636362877,-3.636295937561129,1.1090232102885533,0,2,54
234630-99999,6.509090909090537,-6.275890289695393,19.294072107876467,0,255,0
489200-99999,-0.4636363636362901,-1.7235252021545833,0.796252474882003,0,254,25
074600-99999,0.7363636363636004,0.4208091837780144,1.0519180889491864,1,232,219
154100-99999,-0.3000000000000065,-0.7862235534185562,0.1862235534185433,0,288,327
616000-99999,0.13636363636364734,-0.47580937641450893,0.7485366491418036,0,349,353
430410-99999,-0.00909090909091792,-0.27449624541088824,0.2563144272290524,0,246,306
719264-99999,-0.9818181818181362,-1.5410804128789637,-0.4225559507573087,-1,327,331
725640-24018,-0.3545454545454305,-0.8960053898826195,0.18691448079175843,0,285,283
133780-99999,0.027272727272741548,-0.3093221014752533,0.3638675560207364,0,169,163
478530-99999,-0.10909090909091379,-0.3232486332987571,0.10506681511692947,0,40,318
726650-99999,-0.3363636363636129,-0.7308104249951248,0.05808315226789912,0,265,252
718480-99999,-1.3727272727271709,-2.3030676247475004,-0.4423869207068414,-1,298,292
155050-99999,-3.064215547965432e-14,-0.8373234338597187,0.8373234338596575,0,312,269
160590-99999,1.1727272727272051,0.28795134467714734,2.057503200777263,1,6,347
726560-99999,-2.4818181818180465,-3.946468606694353,-1.0171677569417399,-1,296,12
111350-99999,-1.6090909090907757,-2.7612852738582263,-0.45689654432332505,-1,227,271
725784-99999,0.03636363636362827,-0.2883647545557149,0.36109202728297146,0,24,23
717190-99999,-0.5818181818181838,-1.7927340458566354,0.6290976822202679,0,271,275
085150-99999,-0.490909090909069,-1.1485625962022894,0.16674441438415155,0,271,210
916100-99999,0.1909090909091118,-0.7143431802667675,1.096161362084991,0,98,84
837810-99999,-0.390909090909076,-0.9389250967040584,0.15710691488590645,0,131,91
719360-99999,-0.01818181818180875,-0.48189756314325993,0.44553392677964243,0,35,49
874800-99999,-1.1545454545453997,-1.9163786549134674,-0.39271225417733213,-1,88,118
836490-99999,0.04545454545450234,-0.5589935772640032,0.6499026681730079,0,105,30
726987-99999,-0.11818181818186879,-0.9096622799187846,0.673298643555047,0,66,166
345090-99999,-0.9181818181817478,-1.4834198231142217,-0.35294381324927404,-1,126,124
637560-99999,0.9181818181817549,0.09218725855313126,1.7441763778103785,1,93,107
679910-99999,0.01818181818182585,-0.40638703773686197,0.44275067410051366,0,101,108
968450-99999,-0.263636363636353,-1.0799022289394107,0.5526295016667047,0,213,251
307660-99999,0.009090909090912369,-0.5511367620486589,0.5693185802304837,0,0,340
588340-99999,-0.15454545454544322,-0.31545604692975004,0.00636513783886361,0,49,49
030710-99999,3.3545454545452653,-0.9486340193405827,7.657724928431113,0,253,158
577450-99999,0.05454545454543425,-0.3298250934819646,0.4389160025728331,0,50,45
011600-99999,0.5454545454545174,0.04640143237644273,1.044507658532592,1,91,217
370210-99999,0.3000000000000078,-0.3390630520856376,0.9390630520856532,0,160,139
539590-99999,0.16363636363636047,-0.20780208765036978,0.5350748149230907,0,125,139
281160-99999,-0.49090909090904145,-1.0855204859313634,0.10370230411328041,0,232,220
229070-99999,-1.0363636363635504,-3.39118083302795,1.3184535603008491,0,216,329
486010-99999,-0.12727272727272076,-0.44021028694924486,0.18566483240380333,0,328,308
477550-99999,-0.054545454545459116,-0.3961979758126337,0.2871070667217155,0,304,261
641840-99999,nan,nan,nan,0,135.0,138.0
968390-99999,0.5818181818181682,0.2795746854528608,0.8840616781834757,1,8,13
157410-99999,-0.24545454545455003,-0.8651045247166539,0.3741954338075538,0,354,327
852830-99999,-0.1909090909090838,-0.7460812126883498,0.3642630308701822,0,40,44
846860-99999,1.0999999999999652,0.528972165843703,1.6710278341562275,1,6,353
489000-99999,0.18181818181824072,-1.9573440356913818,2.3209803993278633,0,214,165
116360-99999,-0.11818181818181417,-0.5126286068133232,0.2762649704496949,0,281,283
578320-99999,0.27272727272726627,-0.11262007623488979,0.6580746216894223,0,31,36
319690-99999,-0.18181818181818477,-1.0402026749512014,0.6765663113148318,0,262,266
723090-13754,0.263636363636353,-0.04590411310329284,0.5731768403759989,0,284,338
725975-24235,-0.10909090909088359,-0.45836082393777444,0.24017900575600726,0,47,157
200490-99999,0.43636363636355924,-0.6443843981215576,1.517111670848676,0,84,284
723816-03159,-0.4818181818181957,-1.232466534280487,0.26883017064409576,0,253,244
612700-99999,0.909090909090827,-0.5783066393328788,2.3964884575145327,0,48,36
725830-24128,-0.5818181818181389,-0.8404987635277649,-0.323137600108513,-1,279,218
485000-99999,-0.19090909090907404,-0.40539569842950257,0.023577516611354488,0,219,177
364280-99999,0.3999999999999746,-0.4726095295623831,1.2726095295623323,0,140,167
374030-99999,3.245454545454334,0.6793405525791734,5.811568538329495,1,249,64
382640-99999,-0.7909090909090528,-1.0905762687080123,-0.49124191311009346,-1,27,33
474020-99999,0.12727272727273276,-0.24718969618003,0.5017351507254955,0,270,257
725450-14990,-0.1727272727272453,-0.7363001156826655,0.3908455702281749,0,271,270
549160-99999,0.6727272727272449,0.26119753312439364,1.084257012330096,1,85,158
703500-25501,-0.1636363636363729,-0.7849902936276618,0.457717566354916,0,350,15
679830-99999,0.6454545454545682,-0.0629382367147987,1.3538473276239351,0,96,77
264220-99999,-0.5363636363635651,-1.4847132147652988,0.41198594203816863,0,208,234
964210-99999,0.709090909090869,0.3849418734784997,1.0332399447032383,1,266,138
565650-99999,0.027272727272724673,-0.4907692046721943,0.5453146592176437,0,212,223
855740-99999,0.6727272727272418,0.43289946191774487,0.9125550835367386,1,185,164
722673-99999,-0.21818181818182847,-0.5666435485715475,0.13027991220789065,0,160,156
170670-99999,-0.19090909090909314,-0.513823545222569,0.13200536340438274,0,177,123
389470-99999,nan,nan,nan,0,253.0,90.0
701210-26638,1.3545454545453346,-0.9540707577511065,3.6631616668417757,0,56,60
722883-99999,-0.054545454545473326,-0.4521367134514497,0.343045804360503,0,255,249
650190-99999,0.3818181818181223,-1.1713548722735616,1.9349912359098063,0,62,14
944450-99999,-1.3818181818181694,-2.4149952642791934,-0.3486410993571454,-1,120,118
637900-99999,0.018181818181875364,-0.9906016480724522,1.026965284436203,0,122,141
204760-99999,0.19090909090909314,-0.43131394525636046,0.8131321270745467,0,159,155
842030-99999,-1.0909090909090544,-1.4835049875531157,-0.6983131942649933,-1,200,208
877500-99999,-0.6181818181817444,-1.9252459037227387,0.6888822673592498,0,317,313
276480-99999,-0.19090909090909403,-0.3964454599517473,0.014627278133559213,0,215,193
875440-99999,-1.9363636363634904,-3.625135485575351,-0.24759178715163022,-1,46,59
723040-93729,0.6909090909090256,-0.03920703913140988,1.4210252209494612,0,290,349
162440-99999,-0.07272727272728163,-1.0870851973314368,0.9416306518768736,0,214,219
284930-99999,0.36363636363636065,0.018154150848665396,0.709118576424056,1,214,242
083910-99999,-0.4909090909090623,-0.7804475503274269,-0.20137063149069778,-1,237,225
890530-99999,1.5090909090907392,-0.606258164073926,3.6244399822554043,0,271,311
488480-99999,0.13636363636360205,-0.4369637582772645,0.7096910310044686,0,323,332
084820-99999,-0.39090909090909065,-1.0180967512751722,0.23627856945699088,0,260,293
949330-99999,0.03636363636361928,-0.5645367902489474,0.637264062976186,0,266,274
672310-99999,-0.5818181818180665,-2.2438464326401864,1.080210069004053,0,175,148
722620-23055,0.39999999999995417,-0.555384451302234,1.3553844513021422,0,255,254
229440-99999,0.18181818181817144,-0.36141796002175564,0.7250543236580985,0,256,195
129700-99999,-0.2727272727273169,-1.2304697311980966,0.6850151857434627,0,302,308
722700-23044,0.9727272727272456,0.5385819112783823,1.4068726341761089,1,230,245
710960-99999,nan,nan,nan,0,329.0,nan
313000-99999,-0.554545454545416,-1.0881374555264967,-0.020953453564335534,-1,21,40
717260-99999,-0.17272727272726396,-0.43095331080385496,0.08549876534932704,0,260,263
582590-99999,0.26363636363635035,-0.027116777913411327,0.5543895051861121,0,65,77
216470-99999,-0.4727272727273082,-1.1823461935327741,0.23689164807815777,0,54,73
402700-99999,1.1727272727272062,0.35473617117797684,1.9907183742764356,1,247,271
409880-99999,nan,nan,nan,0,102.0,320.0
650300-99999,2.2999999999999163,-2.3517825751097075,6.95178257510954,0,86,73
710930-99999,nan,nan,nan,0,267.0,274.0
872220-99999,-1.3272727272725868,-3.138659518604524,0.4841140640593502,0,23,41
714960-99999,-1.0818181818181167,-3.1991101273915437,1.0354737637553102,0,347,260
619960-99999,1.9363636363635806,0.7417199831886832,3.131007289538478,1,270,287
916590-99999,-0.5545454545454245,-1.4323898023577801,0.3232988932669312,0,104,118
841470-99999,0.38181818181818894,-0.1189269602309414,0.8825633238673193,0,223,156
655990-99999,4.5090909090906415,0.1597214394992239,8.858460378682059,1,198,226
581500-99999,-0.3454545454545417,-0.648629456959577,-0.04227963394950646,-1,75,115
360010-99999,0.4999999999999991,-0.1901137981132165,1.1901137981132148,0,247,236
645450-99999,10.44545454545393,-3.4360896594122288,24.32699875032009,0,291,0
075790-99999,-0.3272727272727112,-0.9741194913911675,0.31957403684574515,0,354,348
726130-99999,-1.4636363636363008,-3.1511277434700213,0.22385501619741976,0,280,271
338150-99999,-0.16363636363634715,-0.3618401619771229,0.03456743470442855,0,314,330
040300-99999,0.17272727272727462,-0.6435385925757844,0.9889931380303336,0,102,113
515420-99999,0.4181818181818038,-0.10496009631629832,0.9413237326799059,0,59,52
717000-99999,-0.14545454545455483,-0.5406749349276264,0.24976584401851676,0,274,284
433530-99999,-0.04545454545453964,-0.4218570395723254,0.3309479486632461,0,292,294
943240-99999,-1.2636363636362624,-2.365547786636947,-0.16172494063557807,-1,98,90
994210-99999,0.6272727272727083,-0.08310732114113506,1.3376527756865517,0,354,358
804250-99999,-0.19999999999998863,-0.34638320633318687,-0.0536167936667904,-1,123,231
725715-99999,1.490909090908986,0.6825976724881662,2.299220509329806,1,193,158
